   2.10, -36.41,    645,    352
   2.11, -48.77,    605,    343
   2.12, -39.46,    605,    344
   2.13, -47.00,    600,    339
   2.14, -29.07,    610,    336
   2.15, -31.56,    595,    329
   2.16, -33.77,    590,    325
   2.17, -29.12,    575,    325
   2.18, -36.10,    575,    322
   2.19, -30.93,    570,    319
   2.20, -35.65,    570,    320
   2.21, -32.56,    560,    319
   2.22, -31.31,    560,    311
   2.23, -34.28,    550,    311
   2.24, -38.24,    545,    316
   2.25, -36.93,    530,    311
   2.26, -45.51,    485,    251
   2.27, -44.26,    475,    250
   2.28, -41.36,    515,    312
   2.29, -34.58,    470,    308
   2.30, -45.69,    465,    305
   2.31, -35.97,    460,    244
   2.32, -39.25,    445,    243
   2.33, -40.47,    450,    241
   2.34, -30.83,    450,    234
   2.35, -39.62,    440,    295
   2.36, -30.99,    440,    291
   2.37, -36.77,    415,    236
   2.38, -29.57,    425,    286
   2.39, -41.36,    420,    294
   2.40, -34.09,    410,    232
   2.41, -37.96,    380,    235
   2.42, -35.89,    395,    227
   2.43, -34.27,    400,    228
   2.44, -36.15,    390,    228
   2.45, -30.35,    385,    279
   2.46, -34.02,    385,    275
   2.47, -31.76,    385,    274
   2.48, -28.21,    385,    272
   2.49, -20.54,    385,    262
   2.50, -18.97,    385,    260
   2.51, -12.10,    390,    186
   2.52, -10.55,    385,    184
   2.53, -11.85,    385,    184
   2.54,  -9.93,    385,    174
   2.55,  -8.22,    390,    166
   2.56,  -8.74,    385,    164
   2.57,  -8.48,    385,    164
   2.58,  -7.52,    385,    154
   2.59,  -5.14,    385,    154
   2.60,  -3.31,    385,    154
   2.61,  -2.15,    385,    154
   2.62,  -1.47,    385,    154
   2.63,  -1.06,    385,    154
   2.64,  -0.82,    385,    154
   2.65,  -0.67,    385,    154
   2.66,  -0.57,    385,    154
   2.67,  -0.51,    385,    154
   2.68,  -0.48,    385,    154
   2.69,  -0.45,    385,    154
   2.70,  -0.43,    595,    398
   2.71,  -0.63,    985,    468
   2.72,  -0.64,    965,    491
   2.73,  -0.64,    980,    496
   2.74,  -0.64,    960,    500
   2.75,  -0.65,    980,    504
   2.76,  -0.64,    980,    506
   2.77,  -0.65,    980,    504
   2.78,  -0.64,    980,    506
   2.79,  -0.66,    990,    490
   2.80,  -0.64,    980,    503
   2.81,  -0.65,    980,    506
   2.82,  -0.64,    965,    481
   2.83,  -0.65,    980,    506
   2.84,  -0.65,    950,    506
   2.85,  -0.65,    980,    496
   2.86,  -0.65,    950,    508
   2.87,  -0.66,    980,    509
   2.88,  -0.65,    980,    510
   2.89,  -0.66,    960,    520
   2.90,  -0.65,    985,    528
   2.91,  -0.66,    980,    510
   2.92,  -0.66,    980,    511
   2.93,  -0.66,    950,    513
   2.94,  -0.66,    980,    496
   2.95,  -0.65,    965,    501
   2.96,  -0.66,    995,    551
   2.97,  -0.65,    980,    525
   2.98,  -0.66,    950,    501
   2.99,  -0.66,    985,    468
   3.00,  -0.67,    995,    424
